,reviews-title,reviews-text,stars,nlp-grade
7898,Another viewpoint,This is another viewpoint in Manhattan beside Rockefeller Centre and One World Trade Centre. Great to capture skyline view of New York City.,4.0,4.2498000000000005
7899,Don't miss it,"Outstanding for so many reasons, naming them is useless. The place has in-built history, through construction to all the cinematography around it. Don't skip this one!",5.0,3.719
7900,Great Experience🤗,Everything was well organized and the staff was friendly and accommodating‼️It was my husband and teenage son’s first visit to the “Big Apple”. The view was breathtaking‼️,5.0,4.2972
7901,Great Views,This historic building offers great views of New York. It seems to always be busy but you have all the time you need to enjoy the views. A great place to visit to enjoy the NY skyline.,5.0,4.9142
7902,An Icon,Must see in NYC. Got lucky and there was no long wait to get up. The views are awesome and the fact this building was built in the 30s makes it even more incredible. Better than the Rock!) Rockefeller Center observatory).,5.0,4.694
7903,Empire state building,"Very well working fast lane! Good organisation and guiding!
Gives you a great view over the New York.
You can do it under one hour and have a greate view over NY.",5.0,4.7486
7904,Great View,"First you have to pay to get to the top of the building. There are two elevators, one is an express which costs more.$18.48 per ticket",5.0,3.2054
7905,Magnificent building,It is one of the tallest buildings in New York. The view we have from the top is amazing. I have never seen anything like that. We can see everything from there. Fantastic. If you go to NY you have to go there.,5.0,4.5916
7906,I lived up to its reputation,I lived in NYC but never visited. While there with my grandchildren I brought them to the top and the views along with the architecture were better than I imagined it would be.,5.0,4.4454
7907,Had a great time!,"Fast moving lines! Thorough security! Superb view! Not too crowded! Got a citypass, really easy to use!!",5.0,4.7940000000000005
7908,Amazing Experience,"The best way to feel the New York's bumping heart. Charming Building. Nice staff giving welcome to visitors. Just thanks for this amazing experience.

Claudio from São Paulo City - Brazil",5.0,4.9432
7909,historical visit!,"although you get better views elsewhere, empire stars is a must—it just has so much history and FEELS like new york, if that makes any sense.

take note that there are bars obstructing views so you take pictures through them.",4.0,4.3194
7910,Amazing views!,Incredible views. Wasn't as busy as expected. Security not over the top like some places. A must see for sure!,5.0,4.4192
7911,Rocky,"The build is clean and great air condition and the elevators very comfortable great video on the ceiling. Compare to 10 years ago, what an improvement.",5.0,4.9104
7912,Chaotic and Crowded,"We decided to go up the ESB for an evening/night experience. It was crazy, far too many people up there. Couldn't get to the edge to enjoy the view. Dark obviously, so people were bumping into each other as well. Of all the things we did in new York, this was my least favourit",3.0,3.8808
7913,Amazing,"The new visitors entrance is now open and it's a far better experience than before. Beautifully decorated, it has lots of information to keep you interested as you wait. The views are amazing. Not so much of central park, the Rock is better, but the river Freedom Tower, Chrysler..just amazing. And you exit via what was the main entrance for the Elf experience.",5.0,4.9322
7914,Fantastic nifgt view!,"We went for the night time view about 2130hrs and there was hardly any queue to enter and very quick through security. There was a queue for the final lift near the top or you can beat that by walking up the last 7 floors - it's easy to do.
Once at the very top it gets more crowded with everyone taking pictures but the view is fantastic. I'd say The Empire State building is still the king and must be done if you go to New york",5.0,4.7168
7915,What a view!,"To be in this historic building and look as the NY skyline is truly amazing.
The staff directed the crowd with courtesy and ensured all have a clear view from all view points.
We had bought a New York Pass in advance - this helped us to move quicker.",4.0,4.7914
7916,Cannot Miss This,"Whether you are traveling to the Big Apple for the first time, or you have been before and just haven’t made it yet, you MUST go to the Empire State Building. Yes the tickets are a bit pricey compared to other things you could do, but it is 100% worth it. Amazing 360 degree views of the whole of New York City laid out before you, and if you go at night, you get an even more spectacular view of the city all lit up.",5.0,4.711
7917,Nice but overpriced,"We were four of us and when we saw the entrance price of 40 plus tax per person we decided to go only two of us.
The visit was well organized, the platform was nice, but you could not really see well and it was crowded even on a morning on a working day.",4.0,4.2498000000000005
7918,Amazing. Worthwhile.,Debated on doing this but seriously recommended!! Had seen most of Manhattan and don't really like heights so a last minute decision that was absolutely fantastic. Just do it.,5.0,4.2456
7919,A must,"Of course we were told to visit ESB but this is really worth it.

It was a single ticket (no star and sun) and we decided to go there as soon as 8.00am.

A real pleasure when there is no waiting line, no one else than you when you get to this mythical 86th floor.

Night version may surely be worth it as well, but given no time can be booked in advance, to the contrary of the Top of the Rock, we didn't want to experience the unfinished lines...

Go and enjoy!",5.0,4.89
7920,Crowded,The view was great but employees need help with customer service skills. I was a little confused about where to go since we had pre-purchased tickets and the two gentlemen working the first floor acted liked questions were a huge bother. I enjoyed the views but it was crowded. We went on a Saturday afternoon.,3.0,4.8232
7921,great Views but pricey,Enjoyed the views but paid $44 US dollars to go the top. Very expensive for what it is. No lines when we went. Bonus,3.0,4.486
7922,More than I hoped for,"I got the ""skip the line"" tickets for myself and my boyfriend and they were WELL worth it. We didnt walk through the whole line where you see all the pictures and read the info, but as we didnt care much about that anyway and only cared about getting to the top to see the view, we were thrilled when we didnt have to wait in any line and got straight to the top. The view was even more breathtaking than I had expected and we did not want to go back down. That view of the city cant be beat. We did roughly 7 laps around the top, stopping to take in the views on each side. It was SO worth the money and I would absolutely do it again!!!",5.0,4.9262
7923,Expensive,"I don't know why it is so expensive. It is beautiful, but you can see the same view from rooftops.Att",1.0,3.7012
7924,Excellent priced,"We did not need VIP nor Express pass. It was not too crowded(went mid day).
Very organized and the views...well absolutely stunning.",5.0,2.8192
7925,Expensive for what we have seen,I think that it costed too much for what we have seen. It has been amazing instead of that. Staff was kind:),3.0,4.1718
7926,An unforgettable experience,Book with time and the entrance is for both day and night. So you can enjoy a spectacular panoramic from the two diurnal and nocturnal environments,5.0,4.0733999999999995
7927,Great experience,"We didn’t pre book this and the first time we tried to go there was no visibility. Basically if you can’t see the top it’s a no go. We tried again the following day and arrived straight after rain , there were no queues and we went straight up! Fabulous views, can thoroughly recommend and don’t forget to check if you can see the top!",4.0,4.377
7928,Great views,"The views up there are spectacular, since there is always a lot of people the way up is not fast but is totally worth it",5.0,3.8388
7929,Landmark hidden behind busy street and busilding,This is probably an iconic building of NYC. But since it is located among many other buildings - hence a visitor does get the feel unless he or she steps inside. View of the gallery is nice but entry charges are high. So if it a foggy day the view will be missing.,4.0,2.6198
7930,Empire State Building,"Our visit couldn't have gone smoother. We bought tickets on line. The staff at the ESB were friendly,!",5.0,3.0
7931,Get the Express!,"I knew that we had limited time in our schedule to see the Empire State Building so I splurged and purchased the Express Tickets! They are WONDERFUL! You literally get the Red Carpet treatment!

You just show your express ticket to any attendant you see and they quickly escort you to the next elevator and the top of the line!

We just walked on by the hundreds of people in line and were at the observation deck in no time! The view is beautiful. This is a MUST see while in New York!",5.0,4.6964
7932,EPIC,"The Empire State Building is one of New York's amazing tourist attraction. It's a must to visit, for families and friends. Like I said EPIC!",5.0,4.8268
7933,Brilliant night time views,"We visited NYC ten years ago and chose the top of the rock in the daytime then, so booked to visit the ESB on Sunday for our last evening in this brilliant city. We chose not to upgrade to fast track and the gamble paid off it was around ten thirty pm and very quiet so little queuing - all the staff were very friendly and pleasant.
The views were amazing, as it was Pride weekend lots of the buildings had the rainbow colours and you could see the end of the parade - that was running very late!
Yes it’s not cheap but the views are just incredible and it was a romantic way to end our great trip to this amazing city. My phone pictures do not do it justice!!",4.0,4.9521999999999995
7934,"Extraordinary place, extraordinary staff","I was there with my family and i had a serious issue. The staff at the lobby and specially mr. David help me to fix the problem that was about to compromise my vacation. What make that place very special is not just
the building himself but the extraordinary people work in the common areas.",5.0,3.451
7935,Empire v Rockafeller,Whilst it was nice to say you had been to the top I would recommend people take the time to do the Rockafeller as the view from there is magnificent. You get the view of the Empire State Building and Central Park in one visit. The Empire State Building lacked visitor information to keep you occupied whilst queueing. Go late afternoon so you get the view in day light and then when it gets dark and the lights of Manhatten come on.,3.0,4.75
7936,From the streets,"The iconic Empire State Building on 34th Street in Manhattan can be seen from many vantage points around the city. I've viewed it while sipping a cool iced tea in Bryant Park. I've see it and the Chysler Building from the Roosevelt Island Tram and the water taxis on the rivers. It has an understated, grand dignity that holds one's attention. It is not as showy as the Chysler for which it is often mistaken.",5.0,4.341
7937,Gorgeous Skyscraper,"The iconic skyscraper, the art deco design, make this a lovely vision noticeable from many parts of town. The ride to the top is worth the effort.",5.0,4.6962
7938,FANTASTIC VIEW,"the staffs of the empire state were so organized that our queue was successful to get to the top of the building in an orderly manner. Once you are there, you will be just taking pictures all over the view. It was such a nice experience to see all the buildings down there like the Macy's, Chrysler building, etc..",4.0,4.744
7939,Awesome,"This is such a thrilling experience. You hear about it your whole life and it’s just so exciting to actually do it,",5.0,4.6058
7940,great views,the views from the top are amazing. definitely worth a visit when in new york. highly recommended. 😊,5.0,4.7664
7941,Great experience,"It's a must, the most iconic attraction when talking about rooftop views of NYC. And you can spend as many time as you need upstairs!",5.0,4.106
7942,Worth a visit,"A tourist trap sure, but that’s what you want coming here right? Well worth a visit and 40 bucks, just to check it of the bucket list.",4.0,4.3304
7943,Awesome Experience,"If you are going to go to the Empire State Building, I recommend a night time trip. The lights of the city were amazing. We went at midnight and the lines were non-existent.",5.0,4.486
7944,Awesome,Its great place to visit.Very attractive views from observation desk.its right in the heart of New York city.,5.0,4.5812
7945,Empire State Building - express ticket so worth it!,"We bought the Express Ticket and it was worth every penny! You get to skip the lines, which can be very long. Just be sure to tell them at each ‘stop’ that you have the Express ticket (have it ready to show them). Highly recommend!",5.0,4.6866
7946,Empire State Building,I loved visiting the empire state building because it's really cool and you can see almost the whole NYC.,4.0,4.5148
7947,Must see,It is a very interesting thing to do in New York during the day and during the night as well a stunning view of the city but sometimes long lines so prefare a late night tour or hours with less people go for it,5.0,4.0364
7948,New York,Fabulous and would love to go again. Courteous staff and very helpful. Helped taking a photo of the family,5.0,4.8648
7949,Memories,"This is a very touristy attraction, but as we discovered, if you go first thing in the morning it’s great. No queues. Well worth doing first thing in the morning.",5.0,4.7494
7950,Excellent,"Apparently this is now revamped and well organised to get you through the checks and up to the floors. The lift is amazing as it has a moving graphic display on the ceiling making it look like the shaft is being built as you go up. We went early in the morning so we had an easy and swift transition. We had a clear day so the views from the top were brilliant. Defiantly need to put this onto your ""To do"" list. The exit foyer has a stunning 30's style and is a must for some great photos..... Now stop reading this and book it.....!!",5.0,4.9521999999999995
7951,"Stunning views, GREAT staff, but CROWDED","We went to the Empire State Building on a random TH night thinking it wouldn't be very crowded...WRONG! We took an Uber from our hotel near Times Square and grabbed some pizza on the way. It was a little confusing to get into the building, but once inside the staff were great in helping navigate it. THEY were super friendly and a welcome change from the rudeness we had encountered all week in the city. They directed us, explained the building and even joked around with us. The top of the building was EXTREMELY crowded and while the views were stunning, the crowds took away from the overall experience. They should not have tours for large groups of school kids, or any other group at the same time as the general public...I questioned the safety of that many people at once. Oh, and be prepared to wait in long lines for the elevators and even the stairs. It was fun, the staff were awesome, but the crowds were a buzz kill.",3.0,4.9788
7952,Costly attraction,"Visit of Empire State Building is major attraction of New York for visitors but in my opinion, it cost too much for a family to go up to see the whole city from top but it is adventure for visitors so mostly planned it. In my opinion visit the building from ground and save money for Museums.",4.0,4.7745999999999995
7953,Empire State Building,This building is such a wonderful old building to visit. I've been there multiple times and never get tire of it.,5.0,4.1438
7954,Too crowded !!!,Long lines!!! Top of the Rock is a better option unless you want the satisfaction of a historical place. It is worth visiting once.,3.0,4.73
7955,Wow.,"You can’t come to New York without doing the Empire State Building. What a fantastic building, not just a view. Staff so polite and helpful.
We went just after opening. No queuing. Top tip.",5.0,4.4803999999999995
7956,Magnificent Manhattan views,"The views from the viewing platform at the 86th floor are incredible, seeing all over New York. We were lucky it was a clear sunny day and got some great photos. The building itself is also very impressive with its Art Deco stylings and technological marvels for its time. A great experience.",5.0,4.9437999999999995
7957,Trip,"Amazing views kids enjoyed it
We arrived about 10 ish and there wasn’t really a queue very well organised",5.0,4.7352
7958,graet time,"i had a great time, and i will most definely return to visit again. and i want everyone to go and visit the empire state building",5.0,4.3194
7959,First time for the kids,"The day was sunny, blue skies and sooo windy, perfect to see NY from above ! The 360 degree outside observatory is amazing. We explained to our 8yo and 13yo before arriving to the building the history and some fun facts. They just loved the visit and we gave them as much time as they wanted to go through ALL the binoculars and take as many selfies as they wanted. It was a lot o fun specially for the 8 yo to see the streets below and the ""tiny people and cars"".... The lines to go up went fast and the personnel is always around to help you. Don´t miss this visit !!",5.0,4.9488
7960,World Pride Parade,"It was so wonderful to have the Empire State building as a backdrop for the world pride parade because the Empire State building is symbolic of progress, ingenuity, and stature. It has stood the test of time and it lovingly graced the parade which had 3 million participants.",5.0,4.8872
7961,Kind of expensive,"As all of you know, th Empire State Building is one of the main atractions in NY City, my thoughts are that is kind of expensive, the basic entrence ticket is $43, If you wish to go higher the ticket price also goes higher
If you are a hights lover, architecture, buildings, etc. You will defenitly love it 🙌🏼 but if you are not I would recomend spending that money on museums, tours or anything you like.
Nevertheless the view is amazing",3.0,4.872
7962,Amazing,The Empire State Building staff are very nice the flow of people are put in a fully mannered way there was no confusion of where to go as they directed people in where to go and if you had questions to reach out to them I would definitely be going back when I go back to New York,5.0,3.7194000000000003
7963,Express Pass was awesome,"We visited Sat 29 June 2019 at around 11:00 AM. There are many lines, crossovers on floors etc to get to the top. We were only in New York for 3 days so time was precious. The express pass for following the redline was perfect. We were at the top in 10 minutes. Service was great and it is a site definitely worth seeing. We spent an hour taking in the views.",5.0,4.9164
7964,Beautiful,"This was my third visit. It had been a while since I'd been in the building. Since I'd last visited, the elevator process was significantly streamlined. It's currently under renovation again, but they go out of their way to make it unobtrusive. The view of course is why people go there and the way that the skyline changes with every passing year makes it worthy of return visits. The observation deck is a small space, and due to the historical nature of the building, there's nothing much that can be done about that. We visited on a Thursday afternoon and It was far less crowded than I've ever seen it; prior visits have been on a weekend afternoon and a weekday rather late at night. We barely waited anywhere at all. The staff of the building was helpful and kind. It was my mother's first visit and she's been gushing about it ever since. If you're out to do an iconic thing in new york city, this is the one to do.",5.0,4.8418
7965,Super,"Is amazing, but very expensive. Very good in attention, the view is beatiful.
Thanks, Thanks, Thanks",4.0,4.9238
7966,Highlight of my teen daughter's trip to NY,"We got to the Empire at 10:00 am, walked right up to security and waited 3 minutes to get to the top. The staff knows what they are doing and it was such a breeze for us to go through security and make it to the top. We loved seeing the city from this iconic view. My third time here and it is still one of my favorite sights.",5.0,4.8462
7967,Nice views from the top. Not so crowded in June,"Been there with my family. The views are amazing and we had a good time looking ny from the top. We bought the skip the line ticket. It it was not necessary because at the end of June, early morning, it was not crowded at all. We think they could organize better the line for the skip the line ticket. There’s no sign indicating where you need to be. When we return after visiting the top my husband had to look for some employee to ask where was the line for the skip the line tickets. In fact there was no line separating the guests, they just scream for you to enter in the elevator first.",3.0,4.4538
7968,Pretty fun,It’s cool to see every employee dressed up very nice. It’s a fun place to take your kids!!! Not a lot of walking and the elevator does most the work,4.0,4.74
7969,Tourism is fun,"Although it is crowded, it is a popular attraction after all, the flow of traffic is well organized. The view from up there is breathtaking . A New York must see",5.0,4.744
7970,Superb,Arrived just before 7pm and no queue. Very organised and streamline to get to the top. Very friendly staff. Beautiful sunset. Just perfect,5.0,4.7982
7971,Wonderful,"Wonderful, crowded but wonderful. It was a great experience in one of the icons of the New York icons. We were happy",4.0,4.9286
7972,Happy experience,"So happy! My boyfriend and his family! They visit us from Brazil, and me from Honduras! In love with the height, the buildings, the lovely panorama... we take many pictures! We are very happy! It is an unforgettable experience! We love New York 😍",5.0,4.9462
7973,Empire States Building,"Great place to get a great view of the city. Best time to go to avoid crowds is between 8am and 9am. Go to the 87th floor before you decide to pay the extra $20 to go to the top, you may find you don’t need to pay it.",5.0,4.8084
7974,My visit,"Beautyful, the Skyline it's perfect and the people help you if you Need. I like it so much and it was very impressive",5.0,4.8198
7975,Amazing,The view was amazing and I like the little slideshow that showed with it I love the place it was very clean highly recommend going there.,4.0,4.8962
7976,Early Monday means no lines!,"Arrived just before noon on a Monday. There were almost no lines, so we got up quick. The staff were very helpful and welcoming. Overall a good visit to this remarkable landmark.",5.0,4.8306000000000004
7977,What a view,"I came to the ESB last week by day and the view is amazing. We can see nyc all around, take some photos and appreciate the beauty of the city.

Recommended for sure.",5.0,4.8492
7978,Adrianna,"Really overpriced, next day I was Niagara Falls and cost only $20. For me it’s was only nice city view for $44 😳",3.0,3.843
7979,A wiew,"If You want to have a Nice look over Central park- choose Top of The Rock, if You want a View over The New York, choose Empire State Building. Ok The plattform is bigger at Top of The Rock but still it is nice to go arround The Empire. If You been watching movies with the Empire state Building You will be a bit disappointed, The plattform is smaller than in the movies. Dont let that fact prevent You. The View is spectacular",4.0,4.0212
7980,Excellent,"We visite empire state building at 8.30 am, no rows, good views on the top. Soft light so beautiful pictures!",5.0,4.6617999999999995
7981,An Iconic visit,Travelled the way to New Empire State Building gave us goosebumps as have seen it in movies many a times and walking it was a dream come true for all of us. Great memorable experience,5.0,4.672
7982,Lifetime Experience,Our visit to the Empire State Building was one of the best in the world. The view and city lights were amazing. Our love as couples were greatly enhanced and were more close to each other than ever before. Thank you most sincerely to the team and staff for making our visit a memoriable one. Best,5.0,4.9458
7983,Amazing at night,If your going to go....go at night. Views are amazing and not soo scary lol. Had brilliant views of sunset.,5.0,4.6716
7984,Not worth the expense,We were told to pay for the expedited tickets so you don’t have to wait in line. The tickets are ridiculously expensive and the overall experience is not worth it!!,4.0,1.7626
7985,Great,"Very well organized , staff was great and very helpful. Views were amazing and was a beautiful bright day",5.0,4.9294
7986,Empire Awesome,"Visited in evening. Had previously visited the one world tower and Rockefeller...but, there is something really special about the ESB. It an icon and you just cannot escape it. We (family of 5, kids 15,13,10) all loved it. Went up at night and it was the highlight of the trip. Would fully recommend!",5.0,4.7940000000000005
7987,New York's Finest,"Top Notch inside the building, from plenty of pleasant crew to greet and point in the right direction, very clean and shiny floors and decorative carvings, awesome 360 degree views of the city. The only things I would change is the signage out front, very weak in finding the main entry and the ipads could use some tech updating.",5.0,4.7668
7988,Great experience.,My sons and I had a wonderful experience. It was very well organized to get into the elevators and through the exhibit. We lucked out with a beautiful sunny day and enjoyed the amazing views.,4.0,4.9424
7989,Excellent view but less spacious and barricades on the boundary wall does not give good pictures,Ticket is too much expensive. It was definetly not worth 45 dollars. Very less spacious and too much crowded in the evening hours. I have visited marina bay sands in Singapore and it was not at all compared to that.,3.0,2.661
7990,Looking at the heart of world,"On the empire state building we can see, hear and feel the heart of world city. The view of new york is deeam come true.",5.0,3.843
7991,Wonderful Experience at the Empire State Building!,We were impressed with the staff AND the observation deck of the Empire State Building. This is positively a “must do” if you are in NYC. Don’t miss out!!!,5.0,4.5534
7992,really good,"It was a great visit better that I hoped for very helpfull staff, not one for heights was okay going to the top",5.0,4.8124
7993,Excellent tour before going to the Top!!!,"Interesting information, nice people, very friendly, i liked so much, historical spot with amazing arquitecture",5.0,4.884
7994,Empire State Building tour,"Renita was amazing!!! So knowledgeable, fun and kind. Got a full history and also saw all the incredible sights. We all had a blast.",5.0,4.8256
7995,Experience at Top of Empire State,"It was amazing & feast to my eyes, while having an over all 360 view of NY city from 88th story of famous Empire State.",5.0,4.1718
7996,see views,"too expensive, not valuable for that price. I will not recommend, if the price will be maintained in the future.",3.0,1.8666
7997,"fantastic, no queues","amazing views, great staff, no delays, straight to the top and no crowds - VISIT WAS ON A MONDAY AT 11am!!",5.0,4.6617999999999995
7998,Empire State Building,Views are amazing and we only queued for 5 minutes waiting for the lift on our way up and down. Airport type security on the way up and green screen pictures taken which are available to buy but are quite pricey. We visited at lunch time on a Saturday and queues very small,5.0,3.9534000000000002
7999,Very busy,"Though it was quite organised getting in, we found as we got to the top it seemed a little too busy to actually admire any of the views. You’d think there might be some sort of restriction as to how many people are allowed to the top at a time perhaps. Also, other visitors were running up and down the stairs which made us feel kind of frightened as it almost felt like there was a panic happening. We actually thought the view was better from the Top of The Rock... which I think is because you can see the Empire State from there. It’s still an iconic building but we just felt too cramped. Also without the New York Pass I definitely wouldn’t have bothered - the prices were very high to get in.",3.0,3.7088
8000,Fun Friday night welcome to NYC,"What a delightful way to spend a late evening! I didn't pre-buy tickets in case our plans changed, but we were lucky to encounter no lines when we went around 9:45pm on a Friday night at the end of June. There was a brief wait on the short elevator from the 79th to 86th floor, but overall it was easy. The views were great and my son was thrilled to see the city for the first time from up there.",5.0,4.916
8001,Very well organized,"Awesome, a real must for any visit to NYC. Perfectly organized, elevators are quick and overall the views from the top are fantastic. Choose a day with clear skies and you will really get a great overview of Manhattan.
The store is good also, slightly expensive bu that is already expected :-)",5.0,4.9546
8002,Great experience,"We visited between 9am and 10. No queues, very well organised and overall a good experience. Well worth the earlier time if you want a hassle free visit. Great view from the top of course and you exit via the original beautiful Art Deco lobby at the end of the visit.",5.0,4.9356
8003,pretty costly,"we were a family of 7, and 3 of us, had already been to the Empire. So only 4 went, but i actually thought the cost of $40 / each was pretty expensive. This is when those city passes actually then seem worth it.
Don't get me wrong, our family who went up , said the view was spectacular.",4.0,4.7488
8004,Missing the Topmost View,"When we visited the Empire State Building, the day was foggy and gloomy thus we were advised that there's nothing we can see on the topmost floor. Thus we opted to have our photos taken on the ground floor instead.

I like the ambiance and the decors inside and i would wish to go up to the topmost floor the next time i will visit New York City.",4.0,4.1148
8005,Amazing with great staff!!,"An amazing experience and a must do activity when in the city. Great staff and always so helpful, especially Renita!!!!",5.0,4.857
8006,Empire State Building,What a way to see all the beautiful buildings in the city. We did a day visit here. I like seeing all the trees on the buildings.,4.0,4.5012
8007,Unfortunate,"The day we visited we were really unlucky, the weather was terrible and visibility was non existent. The staff were beyond rude, arrogant and it put me off wanting to return when the weather improved",2.0,1.5298
8008,Great views,"So good to see the renovated foyer, popped to look at the great views, recommend the express elevator to the observation deck, or if you can walking taking the stairs.",5.0,4.7374
8009,Go early!,"We arrived about 9am and went straight in, brought our tickets and went straight to the top with no queues. Views are breathtaking. Friendly staff throughout. You can see how it would get crowded if it was busy.
The building is a bit plain as you make your way through but you are able to see some of the Art Deco features on the way out.",5.0,4.1718
8010,Surprisingly easy access and a great visit,"We pre-booked tickets and debated whether to pay the extra for the fast-track / VIP option to skip the lines. So glad that we didn't as when we arrived there was no queue at all, straight in and immediate access to the observation deck. To be fair, I have visited in the past when there were extensive queues so this was a gamble - but on this occasion it paid off.

The staff were very friendly and helpful from start to finish and we really couldn't fault anything about our experience. We were lucky in the timing v.v. no queues but on this occasion it was a breeze and a great experience. Thank you!",5.0,4.9642
8011,Empire State Building in the Night,"It was just wonderful, we went very fast up, no waiting time, the employers were very friendly - we have a really good time there.",5.0,4.6738
8012,Must see,Amazing expiriance to see the city from the top it is truly breathtaking during the way to the top you can learn about this magnificent land mark history really must go if you are in NYC,5.0,4.9022
8013,Beautiful at Night!,Last minute trip to NYC. Pre-Purchased the AM/PM pass. Had heard the line to get tickets could be an hour and the line to get up to observation deck could be long also. We must have got lucky because we never encountered a single line. We viewed the beautiful New York skyline in the morning then went back after 9pm to see evening lights. Well worth the extra money to see both views! A must do when visiting NYC.,5.0,4.7496
8014,Empire State visit,NYC from all sides. View of the river and the bridges. Don't go on a cloudy day. Don't buy the lunch at State Grill; it was awful.,4.0,2.0824
8015,"Nice Visit, v professional staff","Iconic trip while in NYC, no queue at 9am. Staff extremely professional. Excellent views across NYC from observation deck.",4.0,3.8346
8016,Great attraction and good history,Great place to visit. Lots if history and awesome views of the city. Definitely a great place to bring the family,5.0,4.8864
8017,As advertised,"We decided to go up to the top just after sunset to get some night views of the city. It was crowded but the lines we no where near as long as they could have been. We didn't have to wait at all to get to the first stop where the inside viewing area is. Then there was a bit of a line to go the extra few floors to the outside viewing area.

Great views of the city. Its not very wide up there and people are like 2 deep trying to get a look. If you are patient you will get the views you want. I can't imagine when the line is longer.

They also accept Citipass as the entrance ticket so you don't need to wait in line to exchange ticket or anything.

Stay away from the jerks walking around outside that try to sell you tickets. I don't know if work for the Empire State Building as they say they do but they are rude and pushy.",4.0,3.1288
8018,Empire State Building Sunset,This was awesome! Bought tickets ahead of time and skipped long lines. Definitely one of the highlights of our trip. Top notch attraction and gift store with reasonable prices.,5.0,4.8598
8019,Birthday trip,Great day wonderful views at this iconic building. Would recommend anyone going to New York to go you will not be disappointed,5.0,4.8324
8020,Bad experience;,"I'm from Mexico and I decided this place to celebrate my birthday with my family, but we had a really bad experience overall.
First we was there just a short time and we get lost finding was the correct door, we were asking the guards at the doors and they was really rude, some of them didn't even answer to us.
Finally we get inside the building and they was good but nobody told us that because of the weather we won't see anything, I understand that is not your fault or something that you can control (talking about the weather), but when you are a turist not always know about this kind of situasions.
So, just an awere or a comment about it could be a good thing.
It was one of my dream places, I was so exated, but when I saw my family been treated like racist way or maybe just unkind and then just see the clouds at the top I ending up so disappointed that I can't recommend this place to any of my friends or go again.",2.0,1.3556
8021,Arizona girl,Very enjoyable. Quick lines. Beautiful view with great photo opportunities. Good process. Staff were very helpful.,5.0,4.9254
8022,1st New York Visit,My family and I truly enjoyed ourselves. The views from the Empire State Building are amazing and awe inspiring. This is a trip and view we will always remember. thank you for making available for the public to appreciate.,4.0,4.9033999999999995
8023,how pricey it was,i loved the empire state building but i feel like if a family of 8 came (like mine did) they could get half off on tickets,4.0,4.3816
8024,Worth the visit!,"Got in and out in under 2 hrs. The wait was less than 30min at 11 am on Monday morning. Don't get tricked by the guys in red vests in front. They told us that the wait was 2hrs and they can sell me tickets that will get me right up front...for a 30% more expensive than the express ticket...scam artists. They got mad when I blew them off. NYers...
The views are amazing. Worth doing once for sure!",5.0,4.3484
8025,Breathtaking,"My first visit to New York, from the UK, I bought a City Pass online to save time and skip the queues. I planned to visit just before sunset and watch the lights of NY come on. I wasn't disappointed. Spectacular sunset and the lights coming on as daylight faded breathtaking! Express lift to the first observation deck, then spiral staircase to the next level - not to missed but not for the faint hearted!! One word of warning - seems like everyone had the same idea as me - it was very crowded. Unforgettable though.",5.0,4.4932
8026,Wow. Fantastic experience. Well thought out for maximum visitor experience.,Well priced. Small insignificant waiting. Before tower really good exhibition with some specifically placed photo selfie ops. Lift ride really clever showing how tower built and super fast! What can I say view and exhibits outstanding at first lift Until you go to viewing deck. Really more than worth the visit,5.0,4.9006
8027,Latza! Great!,"very good service and great service. Spectacular views of a big city.
We hope to enjoy the same experience in future trips",5.0,4.849
8028,Walked past it!,Disappointed. walked past it 4 times before realising it was the building covered in scaffolding! very busy,3.0,1.949
8029,Empire State - NYC,"Our first visit to NYC was always going to involve a trip to the Empire State Building. We chose to pre-book and go VIP as I had read it can be busy and you queue. We went on Monday afternoon around 5pm and it wasn't too busy. Would I pay for the VIP again - no, it really didn't warrant that. The landmark was nice, it was nice going up in the elevator to it and the views from the top amazing. I wouldn't go again as it wasn't the best high building statue/attraction I have been on, I have been on better. It wasn't as clean and immaculate as others, it was just nothing special which was disappointing. There is a shop, this was probably the longest queue! I was surprised there wasn't anywhere to have a drink to enjoy the view.",4.0,4.8692
8030,Skip the lines!,It was so worth it to skip the lines! I took my grandson for his 12th birthday and it was awesome! Great views and helpful staff! Well worth the money for this traditional view of the city.,5.0,4.9162
8031,Top of the World!!,Excellent organization and service! Get there early and buy your tickets in advance. Allow plenty of time to be on top.,5.0,4.5424
8032,First Visit.,"We bought the skip the line tickets, which in the end did not matter as there was hardly anybody in front of us.
The experience was very good and well worth it.
No down side.",4.0,4.2698
8033,Empire State Building,"My Mum and I had the skip the VIP Express tickets, which I highly recommend and well worth the money. The views are as impressive as expected.",5.0,4.8488
8034,"Clean, professional, and organized!",Very clean and organized. Super quick to get to the top and professional employees! Loved the views. Worth it.,5.0,4.8596
8035,Visit with 13 years old boy,"We enjoyed very much visiting the Empire State Building. When we arrived there was daylight but when we left it was already night, so we could see both views.",4.0,3.5692
8036,Overpriced,This is the third time I’ve been up the ESB. I can’t believe the price was raised to $40 for the observation deck. I remember when it was less than $25 and that was only 4 years ago. You get a better deal and a better view at Top of the Rock. I won’t come back unless the price is lowered.,2.0,4.4538
8037,Fun visit,Very easy to get into and see in the evening around dinner time. Very friendly and helpful staff as well.,5.0,4.7936
